         1457927 function calls (1423228 primitive calls) in 1.148 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.002    0.001 __init__.py:856(distribution)
        1    0.000    0.000    0.002    0.002 tz.py:1(<module>)
     4814    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        2    0.000    0.000    0.002    0.001 __init__.py:383(from_name)
        1    0.000    0.000    0.002    0.002 _agglomerative.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _minpack_py.py:1(<module>)
        2    0.000    0.000    0.002    0.001 deprecation.py:208(_inner_deprecate_positional_args)
     3357    0.001    0.000    0.002    0.000 typing.py:1134(_is_dunder)
        1    0.000    0.000    0.002    0.002 socket.py:1(<module>)
      964    0.000    0.000    0.002    0.000 typing.py:166(_type_convert)
        1    0.000    0.000    0.002    0.002 staggered.py:1(<module>)
      399    0.001    0.000    0.002    0.000 enum.py:390(__setitem__)
     7357    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:1226(__exit__)
        1    0.000    0.000    0.002    0.002 minimize_trustregion_constr.py:1(<module>)
      465    0.000    0.000    0.002    0.000 _param_validation.py:438(__init__)
        1    0.000    0.000    0.002    0.002 _multiprocessing_helpers.py:1(<module>)
       38    0.000    0.000    0.002    0.000 typing.py:1261(__or__)
     9316    0.002    0.000    0.002    0.000 {method 'rpartition' of 'str' objects}
     7357    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:1222(__enter__)
        1    0.000    0.000    0.002    0.002 series.py:266(Series)
        1    0.000    0.000    0.002    0.002 _fit.py:1(<module>)
        1    0.000    0.000    0.002    0.002 localization.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _strptime.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _methods.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _entropy.py:1(<module>)
      154    0.000    0.000    0.002    0.000 _compiler.py:511(_compile_info)
       12    0.000    0.000    0.002    0.000 __init__.py:794(<genexpr>)
      318    0.000    0.000    0.002    0.000 function_base.py:486(add_newdoc)
      152    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
        1    0.000    0.000    0.002    0.002 hdbscan.py:1(<module>)
       12    0.000    0.000    0.002    0.000 __init__.py:692(search)
     3466    0.001    0.000    0.002    0.000 copy.py:231(_keep_alive)
    10193    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
        1    0.000    0.000    0.002    0.002 _stats_mstats_common.py:1(<module>)
        2    0.000    0.000    0.002    0.001 _add_newdocs.py:1(<module>)
        2    0.000    0.000    0.002    0.001 pickle.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _basinhopping.py:1(<module>)
        2    0.000    0.000    0.002    0.001 abc.py:1(<module>)
        1    0.000    0.000    0.002    0.002 estimator.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _decomp_qr.py:1(<module>)
        6    0.000    0.000    0.002    0.000 _docscrape.py:680(methods)
        1    0.000    0.000    0.002    0.002 _pslinux.py:1611(Process)
        3    0.000    0.000    0.002    0.001 process.py:1(<module>)
     3024    0.001    0.000    0.002    0.000 copy.py:191(_deepcopy_list)
        1    0.000    0.000    0.002    0.002 __init__.py:882(version)
        2    0.001    0.001    0.002    0.001 _codata.py:2019(parse_constants_2018toXXXX)
        1    0.001    0.001    0.002    0.002 getlimits.py:168(_register_known_types)
       16    0.000    0.000    0.002    0.000 _functools.py:75(wrapper)
        6    0.000    0.000    0.002    0.000 _docscrape.py:694(properties)
     1474    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:445(cb)
        1    0.000    0.000    0.002    0.002 _decomp_qz.py:1(<module>)
     1448    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:1128(find_spec)
        1    0.000    0.000    0.002    0.002 apply.py:1(<module>)
      597    0.000    0.000    0.002    0.000 _inspect.py:97(getargspec)
        2    0.000    0.000    0.002    0.001 resource_tracker.py:1(<module>)
        7    0.000    0.000    0.002    0.000 __init__.py:701(lookup)
        7    0.000    0.000    0.002    0.000 __init__.py:707(__init__)
        2    0.000    0.000    0.002    0.001 categorical.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.002    0.002 hmac.py:1(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:336(Version)
       96    0.001    0.000    0.002    0.000 <frozen abc>:110(register)
        1    0.000    0.000    0.002    0.002 groupby.py:1(<module>)
      408    0.000    0.000    0.002    0.000 _parser.py:98(closegroup)
        2    0.000    0.000    0.002    0.001 subprocess.py:1(<module>)
       28    0.000    0.000    0.002    0.000 typing.py:2854(__new__)
        1    0.000    0.000    0.002    0.002 _lil.py:1(<module>)
     2622    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:82(remove)
     5948    0.001    0.000    0.002    0.000 inspect.py:3045(<genexpr>)
        1    0.000    0.000    0.002    0.002 _parser.py:1(<module>)
        1    0.000    0.000    0.002    0.002 array_manager.py:1(<module>)
      161    0.000    0.000    0.002    0.000 typing.py:885(__init__)
        6    0.000    0.000    0.002    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _split.py:1(<module>)
      162    0.001    0.000    0.002    0.000 _param_validation.py:181(decorator)
     2950    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:645(parent)
        1    0.000    0.000    0.002    0.002 _solvers.py:1(<module>)
        1    0.000    0.000    0.002    0.002 linsolve.py:1(<module>)
       30    0.000    0.000    0.002    0.000 typing.py:1562(copy_with)
        2    0.000    0.000    0.002    0.001 pytables.py:1(<module>)
     2622    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:79(__init__)
        1    0.000    0.000    0.001    0.001 engines.py:1(<module>)
        1    0.000    0.000    0.001    0.001 accessor.py:160(StringMethods)
     1032    0.001    0.000    0.001    0.000 _docscrape.py:188(_strip)
        1    0.000    0.000    0.001    0.001 __init__.py:464(version)
      389    0.000    0.000    0.001    0.000 __init__.py:164(match)
        1    0.000    0.000    0.001    0.001 _mannwhitneyu.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:436(metadata)
        1    0.000    0.000    0.001    0.001 _ridge.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _docscrape.py:112(NumpyDocString)
    11453    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.001    0.001 rolling.py:1(<module>)
    17108    0.001    0.000    0.001    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.001    0.001 dataframe_protocol.py:1(<module>)
       28    0.000    0.000    0.001    0.000 _basic.py:16(_dispatch)
        1    0.000    0.000    0.001    0.001 extmath.py:1(<module>)
       28    0.000    0.000    0.001    0.000 _backend.py:174(generate_multimethod)
        1    0.000    0.000    0.001    0.001 _dual_annealing.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _mds.py:1(<module>)
     1472    0.001    0.000    0.001    0.000 __init__.py:101(find_spec)
        2    0.000    0.000    0.001    0.001 reduction.py:1(<module>)
        3    0.000    0.000    0.001    0.000 _distribution_infrastructure.py:2043(_draw)
        6    0.000    0.000    0.001    0.000 enum.py:863(_create_)
     8791    0.001    0.000    0.001    0.000 _parser.py:240(__next)
     1572    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
     1435    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.001    0.001 _distribution_infrastructure.py:1(<module>)
     1474    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:232(__init__)
        2    0.000    0.000    0.001    0.001 parallel.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _nonlin.py:1(<module>)
      308    0.000    0.000    0.001    0.000 enum.py:1562(__and__)
        1    0.000    0.000    0.001    0.001 __init__.py:31(message_from_string)
        2    0.000    0.000    0.001    0.001 _classification.py:1(<module>)
       92    0.000    0.000    0.001    0.000 auxfuncs.py:643(l_not)
        1    0.000    0.000    0.001    0.001 _decomp_schur.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _plot.py:1(<module>)
        1    0.000    0.000    0.001    0.001 contingency.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _show_versions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _fitpack_py.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _format_impl.py:1(<module>)
     1203    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:643(_check_name_wrapper)
       28    0.000    0.000    0.001    0.000 _backend.py:312(get_defaults)
    11453    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.001    0.001 _least_angle.py:1(<module>)
       14    0.000    0.000    0.001    0.000 core.py:121(doc_note)
        1    0.000    0.000    0.001    0.001 merge.py:1(<module>)
      527    0.001    0.000    0.001    0.000 _function_base_impl.py:2457(__init__)
        1    0.000    0.000    0.001    0.001 _export.py:1(<module>)
     1420    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
        7    0.000    0.000    0.001    0.000 _nonlin.py:1584(_nonlin_wrapper)
       76    0.000    0.000    0.001    0.000 _param_validation.py:28(validate_parameter_constraints)
     1472    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:982(find_spec)
        1    0.000    0.000    0.001    0.001 config_init.py:1(<module>)
     2622    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.001    0.001 _odepack_py.py:1(<module>)
        4    0.000    0.000    0.001    0.000 version.py:1(<module>)
        1    0.000    0.000    0.001    0.001 resample.py:1(<module>)
        6    0.000    0.000    0.001    0.000 getlimits.py:36(__init__)
        1    0.000    0.000    0.001    0.001 compressors.py:1(<module>)
      190    0.000    0.000    0.001    0.000 typing.py:345(_remove_dups_flatten)
      152    0.000    0.000    0.001    0.000 <frozen zipimport>:64(__init__)
        1    0.001    0.001    0.001    0.001 calendar.py:1(<module>)
        1    0.000    0.000    0.001    0.001 numpy_pickle.py:1(<module>)
  761/398    0.000    0.000    0.001    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.001    0.001 _expm_frechet.py:1(<module>)
       22    0.000    0.000    0.001    0.000 _distribution_infrastructure.py:1083(filtered)
        2    0.000    0.000    0.001    0.001 _regression.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _supervised.py:1(<module>)
        3    0.000    0.000    0.001    0.000 _distribution_infrastructure.py:868(draw)
        1    0.000    0.000    0.001    0.001 cb_rules.py:1(<module>)
      152    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1567(__init__)
        1    0.000    0.000    0.001    0.001 _elliptic_envelope.py:1(<module>)
        2    0.000    0.000    0.001    0.001 _helper.py:1(<module>)
        1    0.000    0.000    0.001    0.001 events.py:1(<module>)
        1    0.000    0.000    0.001    0.001 expr.py:1(<module>)
        1    0.000    0.000    0.001    0.001 symbolic.py:1(<module>)
        6    0.000    0.000    0.001    0.000 _distribution_infrastructure.py:605(draw)
        2    0.000    0.000    0.001    0.001 _validation.py:1(<module>)
      357    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.001    0.001 _sensitivity_analysis.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _nmf.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tasks.py:1(<module>)
        1    0.000    0.000    0.001    0.001 case.py:1(<module>)
     5376    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.001    0.001 blas.py:1(<module>)
      128    0.000    0.000    0.001    0.000 typing.py:1609(__hash__)
  761/398    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
       72    0.000    0.000    0.001    0.000 config.py:811(inner)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
       31    0.000    0.000    0.001    0.000 typing.py:1822(__new__)
      171    0.000    0.000    0.001    0.000 dataclasses.py:760(_get_field)
     3571    0.001    0.000    0.001    0.000 _parser.py:176(append)
        1    0.000    0.000    0.001    0.001 _decomp_lu.py:1(<module>)
       55    0.000    0.000    0.001    0.000 typing.py:1390(copy_with)
        1    0.000    0.000    0.001    0.001 chebyshev.py:1(<module>)
       33    0.000    0.000    0.001    0.000 typing.py:1047(_generic_class_getitem)
        5    0.000    0.000    0.001    0.000 dataclasses.py:638(_frozen_get_del_attr)
        1    0.000    0.000    0.001    0.001 unix_events.py:1(<module>)
        1    0.000    0.000    0.001    0.001 metadata_routing.py:1(<module>)
     5247    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.001    0.001 _function_base_impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 rolling.py:1855(Rolling)
     5226    0.001    0.000    0.001    0.000 enum.py:1129(__new__)
        1    0.000    0.000    0.001    0.001 _globals.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:469(StrFormatStyle)
        1    0.000    0.000    0.001    0.001 _polynomial_impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _io.py:1(<module>)
       72    0.000    0.000    0.001    0.000 config.py:491(register_option)
        1    0.000    0.000    0.001    0.001 strings.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _polynomial.py:1(<module>)
     1283    0.001    0.000    0.001    0.000 _docscrape.py:49(read)
        1    0.000    0.000    0.001    0.001 params.py:1(<module>)
        1    0.000    0.000    0.001    0.001 expanding.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
      465    0.000    0.000    0.001    0.000 _param_validation.py:447(_check_params)
      578    0.001    0.000    0.001    0.000 _inspect.py:66(getargs)
        1    0.000    0.000    0.001    0.001 isotonic.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _sketches.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _correlation.py:1(<module>)
     4933    0.001    0.000    0.001    0.000 typing.py:1599(<genexpr>)
        1    0.000    0.000    0.001    0.001 objects.py:1(<module>)
        1    0.000    0.000    0.001    0.001 auxfuncs.py:1(<module>)
        1    0.000    0.000    0.001    0.001 arrow_parser_wrapper.py:1(<module>)
     4845    0.001    0.000    0.001    0.000 {method 'copy' of 'mappingproxy' objects}
     3797    0.001    0.000    0.001    0.000 _parser.py:256(match)
